input;output;description;hook;Structure
{"NPCs":{"Commander Darius":{"Name":"Commander Darius","Role":"GuardCaptain","CurrentLocation":"Ironhelm Keep","HomeLocation":"Ironhelm Keep","Faction":"The Iron Sentinels","Relations":[{"Target":"Varen the Wanderer","Favorability":10},{"Target":"The Iron Sentinels","Favorability":50},{"Target":"Shadowmere Syndicate","Favorability":-50}]}},"Factions":{"The Iron Sentinels":{"Name":"The Iron Sentinels","DefaultLocation":"Ironhelm Keep","Relations":[{"Target":"Varen the Wanderer","Favorability":15},{"Target":"Shadowmere Syndicate","Favorability":-50}]},"Shadowmere Syndicate":{"Name":"Shadowmere Syndicate","Relations":[{"Target":"Varen the Wanderer","Favorability":-30}]}},"Locations":{"Emberstone Mines":{"Name":"Emberstone Mines","Enemies":["Emberstone Cave Spider","Cave Bat","Rogue Automaton"]},"Ironhelm Keep":{"Name":"Ironhelm Keep","Enemies":["Ironhelm Bandit","Sentinel Deserter"]}},"Enemies":{"Sentinel Deserter":{"Name":"Sentinel Deserter","Loot":["Iron Longsword","Sentinel Badge","Worn Tunic"],"NamePlural":"Sentinel Deserters"}},"Player":{"NPCRelations":[{"Target":"Commander Darius","Favorability":10}],"FactionRelations":[{"Target":"The Iron Sentinels","Favorability":15},{"Target":"Shadowmere Syndicate","Favorability":-30}]}};{"Quest":{"Name":"The Deserter's Due","Giver":"Commander Darius","Actions":["goto Emberstone Mines","kill Sentinel Deserter","goto Ironhelm Keep","report Commander Darius"]}};"A former Iron Sentinel has deserted his post and joined up with a group of bandits in the Emberstone Mines. This is a high crime and his betrayal is a stain on the Sentinels' honor. Commander Darius trusts you enough to act as an executioner. Find the deserter and end his treason permanently.";"Varen we have a matter of utmost gravity. One of our own a man named Garvin has turned his cloak. He fled to the Emberstone Mines and now runs with the brigands there. His betrayal is a rot that must be cut out. I trust you to see it done. Do not fail me.";Kill enemies
{"NPCs":{"Nyx Shadowmere":{"Name":"Nyx Shadowmere","Role":"Thief","CurrentLocation":"Shadowfen Swamp","HomeLocation":"Port Azure","Faction":"Shadowmere Syndicate","OwnedItems":{"Steel Dagger":1,"Enchanted Ring":1},"Relations":[{"Target":"Varen the Wanderer","Favorability":-50},{"Target":"Shadowmere Syndicate","Favorability":50},{"Target":"Thorn Briarwood","Favorability":-40},{"Target":"The Verdant Circle","Favorability":-40}]},"Thorn Briarwood":{"Name":"Thorn Briarwood","Role":"Ranger","CurrentLocation":"Ravenwood Forest","HomeLocation":"Ravenwood Forest","Faction":"The Verdant Circle","Relations":[{"Target":"Varen the Wanderer","Favorability":42},{"Target":"The Verdant Circle","Favorability":50},{"Target":"Nyx Shadowmere","Favorability":-40},{"Target":"Shadowmere Syndicate","Favorability":-35}]}},"Factions":{"Shadowmere Syndicate":{"Name":"Shadowmere Syndicate","DefaultLocation":"Port Azure","Relations":[{"Target":"Varen the Wanderer","Favorability":-30},{"Target":"The Verdant Circle","Favorability":-15}]},"The Verdant Circle":{"Name":"The Verdant Circle","DefaultLocation":"Ravenwood Forest","Relations":[{"Target":"Varen the Wanderer","Favorability":40},{"Target":"Shadowmere Syndicate","Favorability":-15}]}},"Locations":{"Ravenwood Forest":{"Name":"Ravenwood Forest"},"Shadowfen Swamp":{"Name":"Shadowfen Swamp"}},"Player":{"NPCRelations":[{"Target":"Nyx Shadowmere","Favorability":-50},{"Target":"Thorn Briarwood","Favorability":42}],"FactionRelations":[{"Target":"Shadowmere Syndicate","Favorability":-30},{"Target":"The Verdant Circle","Favorability":40}]}};{"Quest":{"Name":"The Viper's Head","Giver":"Nyx Shadowmere","Actions":["goto Ravenwood Forest","kill Thorn Briarwood","goto Shadowfen Swamp","report Nyx Shadowmere"]}};"Nyx Shadowmere sees you as a useful deniable asset. She wants to eliminate a major thorn in the Syndicate's side—Thorn Briarwood a powerful ranger of the Verdant Circle. This is a test of your true loyalty or lack thereof. Killing a prominent Circle member would make you an enemy of the forest but would grant you immense favor with the Syndicate's dark heart.";"The Syndicate has many enemies but few are as meddlesome as the tree-hugger Thorn Briarwood. He patrols his precious forest disrupting our operations. I want his head. Literally. Bring me proof of his death and you will have proven yourself more useful than half the rats in my employ.";Kill enemies
{"NPCs":{"Viktor Blackvein":{"Name":"Viktor Blackvein","Role":"Blacksmith","CurrentLocation":"Emberstone Mines","HomeLocation":"Emberstone Mines","Faction":null,"OwnedItems":{"Emberstone Ore":25,"Iron Ingot":8},"Relations":[{"Target":"Varen the Wanderer","Favorability":-10},{"Target":"Borin Ironfoot","Favorability":-20}]},"Borin Ironfoot":{"Name":"Borin Ironfoot","Role":"Blacksmith","CurrentLocation":"Ironhelm Keep","HomeLocation":"Ironhelm Keep","Faction":"The Iron Sentinels","Relations":[{"Target":"Varen the Wanderer","Favorability":25},{"Target":"Viktor Blackvein","Favorability":-20}]}},"Factions":{"The Iron Sentinels":{"Name":"The Iron Sentinels","DefaultLocation":"Ironhelm Keep","Relations":[{"Target":"Varen the Wanderer","Favorability":15}]}},"Locations":{"Ironhelm Keep":{"Name":"Ironhelm Keep"},"Emberstone Mines":{"Name":"Emberstone Mines"}},"Player":{"NPCRelations":[{"Target":"Viktor Blackvein","Favorability":-10},{"Target":"Borin Ironfoot","Favorability":25}],"FactionRelations":[{"Target":"The Iron Sentinels","Favorability":15}]}};{"Quest":{"Name":"A Debt of Blood","Giver":"Viktor Blackvein","Actions":["goto Ironhelm Keep","kill Borin Ironfoot","goto Emberstone Mines","report Viktor Blackvein"]}};"Viktor Blackvein's hatred for Borin Ironfoot has festered into a murderous obsession. He blames Borin for his exclusion from the Ironhelm blacksmithing guild. He wants you to prove you're the kind of person who can get things done without questions by ending Borin's life. This act would make you a pariah in Ironhelm Keep but earn Viktor's twisted loyalty.";"Borin Ironfoot... that smug self-righteous bastard has ruined my life for the last time. He's the reason I'm stuck in this hole while he plays soldier in his fancy keep. I want him dead. You do this for me and you'll have more than just my gratitude. You'll have my ore my gold and my silence. Just get it done.";Kill enemies
{"NPCs":{"Archmage Theron":{"Name":"Archmage Theron","Role":"Wizard","CurrentLocation":"Sunstone Citadel","HomeLocation":"Sunstone Citadel","Faction":"Arcane Conclave","OwnedItems":{"Arcane Scroll":5,"Enchanted Ring":1,"Ancient Key":1},"Relations":[{"Target":"Varen the Wanderer","Favorability":40},{"Target":"Arcane Conclave","Favorability":50}]}},"Factions":{"Arcane Conclave":{"Name":"Arcane Conclave","DefaultLocation":"Sunstone Citadel","Relations":[{"Target":"Varen the Wanderer","Favorability":35}]}},"Locations":{"Sunstone Citadel":{"Name":"Sunstone Citadel","Enemies":["Sunstone Skeleton","Arcane Wisp"]}},"Enemies":{"Sunstone Skeleton":{"Name":"Sunstone Skeleton","Loot":["Ancient Key","Gold Crown"],"NamePlural":"Sunstone Skeletons"}},"Player":{"NPCRelations":[{"Target":"Archmage Theron","Favorability":40}],"FactionRelations":[{"Target":"Arcane Conclave","Favorability":35}]}};{"Quest":{"Name":"Find the Sunstone Archive","Giver":"Archmage Theron","Actions":["explore Sunstone Citadel","damage Sunstone Skeleton","explore Sunstone Citadel","report Archmage Theron"]}};"The Archmage believes there's a forgotten archive deep within the Sunstone Citadel. The problem is that the lower levels are crawling with Sunstone Skeletons ancient guardians that make exploration difficult. He wants you to explore the ruins clear out any skeletons you find and then report back with whatever you discovered.";"The Citadel holds many secrets. I believe there's an archive in the lower halls sealed for centuries. The problem is the... custodians. Animated skeletons that do not take kindly to visitors. Go explore the depths deal with any bony resistance and then tell me what you find. Your eyes will be my own.";Attack threatening entities
{"NPCs":{"Grommash Skullsplitter":{"Name":"Grommash Skullsplitter","Role":"Mercenary","CurrentLocation":"Crossroads Market","HomeLocation":"Shadowfen Swamp","Faction":null,"OwnedItems":{"Bear Pelt":3,"Travel Rations":8},"Relations":[{"Target":"Varen the Wanderer","Favorability":12},{"Target":"Brick the Mighty","Favorability":35}]},"Brick the Mighty":{"Name":"Brick the Mighty","Role":"Mercenary","CurrentLocation":"Crossroads Market","HomeLocation":"Shadowfen Swamp","Faction":null,"Relations":[{"Target":"Varen the Wanderer","Favorability":15},{"Target":"Grommash Skullsplitter","Favorability":35}]}},"Locations":{"Emberstone Mines":{"Name":"Emberstone Mines","Enemies":["Emberstone Cave Spider","Cave Bat","Rogue Automaton"]},"Crossroads Market":{"Name":"Crossroads Market"}},"Enemies":{"Emberstone Cave Spider":{"Name":"Emberstone Cave Spider","Loot":["Spider Silk"],"NamePlural":"Emberstone Cave Spiders"}},"Player":{"NPCRelations":[{"Target":"Grommash Skullsplitter","Favorability":12},{"Target":"Brick the Mighty","Favorability":15}]}};{"Quest":{"Name":"Mine Cart Massacre","Giver":"Grommash Skullsplitter","Actions":["goto Emberstone Mines","kill Emberstone Cave Spider","goto Crossroads Market","report Grommash Skullsplitter"]}};"Grommash and Brick the Mighty were hired to clear out a mine shaft but the giant spiders are too much for them. Grommash respecting strength wants you to go in and do what he couldn't—completely exterminate the nest of Emberstone Cave Spiders so he can at least salvage some pride and the contract's pay.";"Little spiders... too many legs. Too fast. We smash many but they keep coming. You. You look like you have a good smashing arm. Go into that cursed mine and kill them all. Every last skittering one. I will pay you for the furs on your back if you succeed where I could not.";Kill enemies
{"NPCs":{"Sister Miriam":{"Name":"Sister Miriam","Role":"Priest","CurrentLocation":"Verdant Hollow","HomeLocation":"Verdant Hollow","Faction":null,"OwnedItems":{"Healing Salve":8,"Health Potion":5,"Mire Herb":10},"Relations":[{"Target":"Varen the Wanderer","Favorability":35},{"Target":"Brother Aldric","Favorability":40},{"Target":"Eldrin Willowmere","Favorability":30}]},"Eldrin Willowmere":{"Name":"Eldrin Willowmere","Role":"Bard","CurrentLocation":"Verdant Hollow","HomeLocation":"Sunstone Citadel","Faction":"Arcane Conclave","Relations":[{"Target":"Varen the Wanderer","Favorability":30},{"Target":"Sister Miriam","Favorability":30}]}},"Locations":{"Ravenwood Forest":{"Name":"Ravenwood Forest","Enemies":["Ravenwood Specter","Forest Boar","Mountain Bear"]},"Verdant Hollow":{"Name":"Verdant Hollow"}},"Enemies":{"Forest Boar":{"Name":"Forest Boar","Loot":["Bear Pelt","Travel Rations"],"NamePlural":"Forest Boars"}},"Player":{"NPCRelations":[{"Target":"Sister Miriam","Favorability":35},{"Target":"Eldrin Willowmere","Favorability":30}]}};{"Quest":{"Name":"Shrine Supplies","Giver":"Sister Miriam","Actions":["goto Ravenwood Forest","damage Forest Boar","goto Verdant Hollow","report Sister Miriam"]}};"Sister Miriam needs fresh boar meat to feed the poor and the pilgrims who come to her shrine. However a particularly aggressive forest boar has been terrorizing the hunters in the Ravenwood Forest. She asks you to hunt the beast so the hunters can get back to work.";"Blessings upon you traveler. We're running low on supplies and the hunters are afraid to go into the forest. A massive ill-tempered boar has been charging anyone who comes near. If you could deal with this creature the hunters can safely gather what we need.";Attack threatening entities
{"NPCs":{"Ophelia Reed":{"Name":"Ophelia Reed","Role":"Apothecary","CurrentLocation":"Crossroads Market","HomeLocation":"Crossroads Market","Faction":"Stoutheart Trading Co.","OwnedItems":{"Mire Herb":25,"Healing Salve":10,"Health Potion":5},"Relations":[{"Target":"Varen the Wanderer","Favorability":18},{"Target":"Stoutheart Trading Co.","Favorability":35}]}},"Factions":{"Stoutheart Trading Co.":{"Name":"Stoutheart Trading Co.","Relations":[{"Target":"Varen the Wanderer","Favorability":20}]}},"Locations":{"Shadowfen Swamp":{"Name":"Shadowfen Swamp","Enemies":["Shadowfen Goblin","Mire Crocodile","Swamp Zombie"]},"Crossroads Market":{"Name":"Crossroads Market"}},"Enemies":{"Mire Crocodile":{"Name":"Mire Crocodile","Loot":["Bear Pelt","Travel Rations"],"NamePlural":"Mire Crocodiles"}},"Items":{"Mire Herb":{"Name":"Mire Herb","Type":"Ingredient"}},"Player":{"NPCRelations":[{"Target":"Ophelia Reed","Favorability":18}]}};{"Quest":{"Name":"The Apothecary's Mire Herbs","Giver":"Ophelia Reed","Actions":["goto Shadowfen Swamp","damage Mire Crocodile","goto Crossroads Market","report Ophelia Reed"]}};"Ophelia Reed's usual supply of Mire Herbs has dried up because a pack of Mire Crocodiles has taken up residence near the best harvesting spot in the Shadowfen Swamp. She needs someone to scare them off or thin their numbers so her gatherers can get back to work.";"I'm in a real bind Varen. My herb gatherers are too scared to go near the swamp. A bunch of those nasty Mire Crocodiles have moved into the shallows. I don't need you to kill them all just make some noise cause a ruckus and convince them to find a new sunbathing spot.";Attack threatening entities
{"NPCs":{"Ser Roland Dawnshield":{"Name":"Ser Roland Dawnshield","Role":"Mercenary","CurrentLocation":"Verdant Hollow","HomeLocation":"Ironhelm Keep","Faction":"The Iron Sentinels","OwnedItems":{"Iron Longsword":1,"Iron Helm":1,"Sentinel Badge":1},"Relations":[{"Target":"Varen the Wanderer","Favorability":20},{"Target":"The Iron Sentinels","Favorability":50},{"Target":"Brother Aldric","Favorability":15}]},"Brother Aldric":{"Name":"Brother Aldric","Role":"Priest","CurrentLocation":"Verdant Hollow","HomeLocation":"Verdant Hollow","Faction":null,"Relations":[{"Target":"Varen the Wanderer","Favorability":30},{"Target":"Ser Roland Dawnshield","Favorability":15}]}},"Factions":{"The Iron Sentinels":{"Name":"The Iron Sentinels","Relations":[{"Target":"Varen the Wanderer","Favorability":15}]}},"Locations":{"Verdant Hollow":{"Name":"Verdant Hollow"}},"Player":{"NPCRelations":[{"Target":"Ser Roland Dawnshield","Favorability":20},{"Target":"Brother Aldric","Favorability":30}],"FactionRelations":[{"Target":"The Iron Sentinels","Favorability":15}]}};{"Quest":{"Name":"Dawnshield's Duty","Giver":"Ser Roland Dawnshield","Actions":["goto Verdant Hollow","defend Brother Aldric"]}};"Ser Roland has been ordered to protect Brother Aldric while he travels between villages but an urgent matter calls him back to Ironhelm Keep. He asks a trusted ally to take over his post for a day and ensure the kind priest comes to no harm from the wolves and bandits on the road.";"I find myself pulled in two directions my friend. I have been tasked with guarding Brother Aldric but Commander Darius has summoned me back to the Keep immediately. I know you are a capable sort. Would you take my place for the day? Just keep the good Brother safe.";Guard entity
{"NPCs":{"The Collector":{"Name":"The Collector","Role":"Merchant","CurrentLocation":"Whispering Caves","HomeLocation":"Whispering Caves","Faction":null,"OwnedItems":{"Ancient Key":5,"Enchanted Ring":3,"Verdant Amulet":2},"Relations":[{"Target":"Varen the Wanderer","Favorability":5}]}},"Locations":{"Whispering Caves":{"Name":"Whispering Caves","Enemies":["Whispering Caves Troll","Cave Bat","Rogue Automaton"]}},"Enemies":{"Rogue Automaton":{"Name":"Rogue Automaton","Loot":["Iron Ingot","Enchanted Ring","Gold Crown"],"NamePlural":"Rogue Automatons"}},"Items":{"Ancient Key":{"Name":"Ancient Key","Type":"Key"},"Enchanted Ring":{"Name":"Enchanted Ring","Type":"Artifact"}},"Player":{"NPCRelations":[{"Target":"The Collector","Favorability":5}]}};{"Quest":{"Name":"The Collector's Golems","Giver":"The Collector","Actions":["goto Whispering Caves","damage Rogue Automaton"]}};"The Collector has several Rogue Automatons he has been trying to salvage from the Whispering Caves. They are too powerful for him to handle alone. He asks you to weaken them so he can safely apply a control rod to add them to his... collection.";"Fascinating aren't they? Relics of a lost age. There are several automatons in the Caves that I simply must have. However they are still quite... feisty. I need you to soften them up for me. Bash them around until they slow down and then I can take over. You'll be well compensated from my collection of course.";Attack enemy
{"NPCs":{"Whisper":{"Name":"Whisper","Role":"Thief","CurrentLocation":"Shadowfen Swamp","HomeLocation":"Port Azure","Faction":"Shadowmere Syndicate","OwnedItems":{"Steel Dagger":1,"Thieves' Tools":1,"Shadowmere Coinpurse":12},"Relations":[{"Target":"Varen the Wanderer","Favorability":-15},{"Target":"Shadowmere Syndicate","Favorability":35}]},"Finnan Greenbottle":{"Name":"Finnan Greenbottle","Role":"Innkeeper","CurrentLocation":"The Gilded Tankard Inn","HomeLocation":"Verdant Hollow","Faction":"Stoutheart Trading Co.","OwnedItems":{"Stoutheart Brandy":10,"Travel Rations":20},"Relations":[{"Target":"Varen the Wanderer","Favorability":25},{"Target":"Sera Quickfingers","Favorability":-5}]}},"Factions":{"Shadowmere Syndicate":{"Name":"Shadowmere Syndicate","Relations":[{"Target":"Varen the Wanderer","Favorability":-30}]}},"Locations":{"The Gilded Tankard Inn":{"Name":"The Gilded Tankard Inn"},"Port Azure":{"Name":"Port Azure"}},"Items":{"Lockpick Set":{"Name":"Lockpick Set","Type":"Tool"}},"Player":{"NPCRelations":[{"Target":"Whisper","Favorability":-15},{"Target":"Finnan Greenbottle","Favorability":25}],"FactionRelations":[{"Target":"Shadowmere Syndicate","Favorability":-30}]}};{"Quest":{"Name":"Thieves' Cant","Giver":"Whisper","Actions":["goto The Gilded Tankard Inn","stealth Finnan Greenbottle","take Lockpick Set","goto Port Azure","give Lockpick Set Whisper"]}};"Whisper overheard that Finnan Greenbottle the innkeeper keeps a confiscated set of masterwork thieves' tools in a locked drawer behind the bar. She wants them. It's a simple job for a fellow sneak.";"Psst. You. Yeah you. See that halfling innkeeper? Word is he took a set of beautiful perfectly balanced picks off a drunk who couldn't pay his tab. I want 'em. They're just sitting there behind the bar. Get them for me yeah?";Steal stuff
